id,specilization_name,college_dunia_link,target_study_link,careers_360_link,course_id,status,is_deleted,created_on,created_by,updated_by,updated_on
348,Applied Art,,,,49,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
349,Art Education,,,,49,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
350,Painting,,,,49,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
351,Sculpture,,,,49,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
352,Hospitality,,,,50,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
353,Journalism and Mass Comm,,,,51,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
354,Veterinary Sciences,,,,52,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
355,Advertising,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
356,Anchoring and Video Jockeying,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
357,Computer Applications,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
359,Disaster Management,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
360,Editing,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
361,Film and TV Production,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
362,Financial Management,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
363,Industrial Relations and Personal Management,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
364,Interior Design,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
365,Journalism,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
366,Management,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
367,Marketing Management,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
368,Mass Comm,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
369,Operations Management,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
370,PR,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
371,Radio Jockey,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
372,Supply Chain Management,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
373,Tourism,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
374,Chemical,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
375,Civil,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
377,Electronics,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
378,Mechanical,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
380,Clinical Research,,,,53,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
381,Business Finance,,,,54,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
382,Quantitative Techniques in Business,,,,54,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
383,Marketing & Distribution,,,,54,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
384,Human Resources Management,,,,54,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
385,System Analysis and Operations Management,,,,54,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
386,Regional and Transport Economics,,,,54,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
387,Applied Environmental Economics & Policy,,,,54,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
388,Social Work,,,,55,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
389,Computers,,,,56,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
390,Advertising/Mass Communication,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
391,Agriculture,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
392,Anthropology,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
393,Architecture,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
394,Arts & Humanities,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
395,Automobile,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
396,Aviation,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
397,Bio-Chemistry/Bio-Technology,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
398,Biomedical,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
399,Biotechnology,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
400,Ceramics,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
401,Chemical,,,,57,Active,No,15-05-2023 06:29,0,0,03-01-2024 15:31
